"","marker","JY001","JY002","JY003","JY004","JY005","JY006","JY007","JY008","JY009","JY010","JY011","JY012","JY013","JY014","JY015","JY016","JY017","JY018","JY019","JY020","JY021","JY022","JY023","JY024","JY025","JY026","JY027","JY028","JY029","JY030","JY031","JY032","JY033","JY034","JY035","JY036","JY037","JY038","JY039","JY040","JY041","JY042","JY043","JY044","JY045","JY046","JY047","JY048","JY049","JY050","JY051","JY052","JY053","JY054","JY055","JY056","JY057","JY058","JY059","JY060","JY061","JY062","JY063","JY064","JY065","JY066","JY067","JY068","JY069","JY070","JY071","JY072","JY073","JY074","JY075","JY076","JY077","JY078","JY079","JY080","JY081","JY082","JY083","JY084","JY085","JY086","JY087","JY088","JY089","JY090","JY091","JY092","JY093","JY094","JY095","JY096","JY097","JY098","JY099","JY100","JY101","JY102","JY103","JY104","JY105","JY106","JY107","JY108","JY109","JY110","JY111","JY112","JY113","JY114","JY115","JY116","JY117","JY118","JY119","JY120","JY121","JY122","JY123","JY124","JY125","JY126","JY127","JY128","JY129","JY130","JY131","JY132","JY133","JY134","JY135","JY136","JY137","JY138","JY139","JY140","JY141","JY142","JY143","JY144","JY145","JY146","JY147","JY148","JY149","JY150","JY151","JY152","JY153","JY154","JY155","JY156","JY157","JY158","JY159","JY160","JY161","JY162","JY163","JY164","JY165","JY166","JY167","JY168","JY169","JY170","JY171","JY172","JY173","JY174","JY175","JY176","JY177","JY178","JY179","JY180","JY181","JY182","JY183","JY184","JY185"
"1201","07_30234760","A","A","B","A","B","B","A","B","B","B","B","A","A","B","A","B","A","A","B","B","B","B","A","A","A","B","A","A","B","A","B","B","H","B","A","A","A","B","B","A","A","A","A","B","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","H","A","B","B","B","A","B","A","A","A","A","A","A","A","B","B","H","B","A","B","B","B","A","A","B","B","B","A","B","-","B","A","A","A","A","A","A","-","A","A","B","B","A","B","A","A","A","A","B","A","A","B","A","B","A","B","B","A","-","A","A","B","A","B","A","B","A","B","A","B","B","B","B","A","B","A","A","A","A","A","-","B","B","B","A","A","A","B","B","B","B","A","A","-","B","A","B","A","B","B","B","A","A","A","A","B","B","-","B","B","B","A","B","B"
"1202","07_28329890","A","A","B","A","B","B","A","B","B","B","B","A","A","B","A","B","A","A","B","B","B","B","-","A","A","B","A","A","B","H","B","B","B","B","A","A","A","B","B","A","A","A","A","B","A","A","A","B","B","A","A","A","A","H","A","A","A","A","A","B","B","A","B","A","B","B","H","B","A","B","B","B","A","B","B","B","A","B","A","A","A","A","A","A","H","B","B","H","B","A","B","B","B","A","A","B","B","-","-","-","A","B","A","A","-","A","A","A","-","A","A","B","B","A","B","A","A","A","A","B","A","A","B","A","B","A","B","B","A","B","A","A","B","A","B","A","B","A","-","A","B","B","B","B","A","B","A","H","A","A","A","B","B","-","B","A","A","A","B","B","B","B","A","A","A","B","A","B","A","B","B","B","A","A","A","A","B","B","-","B","B","B","A","B","B"
"1203","07_35219505","A","A","B","A","B","B","A","B","B","B","B","A","A","B","A","B","A","A","B","B","B","B","B","A","A","B","A","A","B","A","B","B","B","B","B","A","A","B","B","A","A","A","A","B","A","A","A","B","B","A","A","A","A","A","B","A","A","A","A","B","B","A","B","H","B","B","A","B","A","B","B","B","A","B","B","B","A","B","A","A","A","A","A","A","A","B","B","A","B","A","B","B","A","A","A","B","B","A","A","B","A","B","A","A","B","A","A","A","A","A","A","B","B","A","B","A","A","A","A","B","A","A","B","A","B","A","B","B","A","B","A","A","B","A","B","A","B","A","A","A","B","B","B","B","A","B","A","B","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","A","H","B","A","B","B","B","B","B","A","A","A","A","B","B","H","B","B","B","A","B","B"
"1204","07_35260079","A","A","B","A","B","B","A","B","B","B","H","A","A","B","A","A","A","A","B","B","B","B","B","A","A","B","A","A","B","A","B","B","B","B","B","A","A","B","B","A","A","A","A","B","A","A","A","B","B","A","A","A","A","A","B","A","A","A","A","B","B","A","B","B","B","B","A","B","A","B","B","B","A","B","B","B","A","B","A","A","A","A","A","A","A","B","B","A","B","A","B","B","A","A","A","B","B","B","A","-","A","B","A","A","-","A","A","A","A","A","A","B","B","A","B","A","A","A","A","B","A","A","B","A","B","A","B","B","A","B","B","A","B","A","B","A","B","A","A","A","B","B","B","B","A","B","A","B","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","A","B","B","A","H","A","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","B"
"1205","07_35266138","A","A","B","A","B","B","A","B","B","B","A","A","A","B","A","A","A","A","B","B","B","B","B","A","A","B","A","A","B","A","B","B","B","B","B","A","A","B","B","A","A","A","A","B","A","A","A","B","B","A","A","H","A","A","B","A","A","A","A","B","B","A","B","B","B","B","A","B","A","B","B","B","A","B","B","B","A","B","A","A","A","A","A","A","A","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","A","A","A","A","A","B","B","A","B","A","A","A","A","B","A","A","B","A","B","A","B","B","A","B","A","A","B","A","B","A","B","A","A","A","B","B","B","B","A","B","A","B","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","A","-","B","A","B","A","B","B","B","A","A","A","A","B","B","H","B","B","B","A","B","B"
"1206","07_35266144","A","A","B","A","B","B","A","B","B","B","A","A","A","B","A","A","A","A","B","B","B","B","B","A","A","B","A","A","B","A","B","B","B","B","B","A","A","B","B","A","A","A","A","B","A","A","A","B","B","A","A","H","A","A","B","A","A","A","A","B","B","A","B","B","A","B","A","B","A","B","B","B","A","B","B","B","A","B","A","A","A","A","A","A","A","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","A","A","A","A","A","B","B","A","B","A","A","A","A","B","A","A","B","A","B","A","B","B","A","B","A","A","B","A","B","A","B","A","A","A","B","B","B","B","A","B","A","B","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","A","-","B","A","B","A","B","B","B","A","A","A","A","B","B","H","B","B","B","A","B","B"
"1207","07_35541403","A","A","B","A","B","B","A","B","B","B","H","A","A","B","H","B","A","A","B","B","B","B","B","A","B","B","A","A","B","A","B","B","B","B","B","A","A","B","H","A","A","A","A","B","A","A","A","B","B","A","A","A","A","A","B","A","A","A","H","B","B","A","H","B","A","B","A","B","A","B","B","B","A","B","B","B","A","B","A","A","A","A","A","A","A","B","B","A","B","A","B","B","A","A","A","B","B","A","A","B","B","B","A","A","B","A","A","A","A","A","A","B","B","A","B","A","A","A","A","B","A","A","A","A","B","H","B","B","B","B","A","A","B","A","B","A","B","A","A","A","B","B","B","B","A","B","A","B","A","A","A","B","B","A","B","A","A","A","B","B","B","B","A","A","B","B","A","B","A","B","B","B","A","A","A","A","B","B","H","B","B","B","A","B","B"
"1208","07_35663284","A","A","B","A","B","-","A","B","B","B","A","A","A","B","A","A","A","A","B","-","B","B","B","A","B","B","A","A","B","A","B","B","B","B","B","A","A","B","-","A","A","A","A","B","A","A","A","B","B","A","A","A","A","A","H","A","A","A","A","B","B","A","A","B","B","B","A","B","A","B","B","B","A","B","B","B","A","B","A","A","A","A","A","A","A","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","B","B","A","A","B","A","A","A","A","A","A","B","B","A","B","B","A","A","A","B","A","A","B","A","B","A","B","B","B","B","A","A","B","A","B","A","B","A","A","A","B","B","B","B","A","A","A","B","A","A","A","B","B","A","H","A","A","A","B","B","B","B","A","A","H","B","A","B","A","B","B","B","A","A","A","A","B","B","B","B","B","B","A","B","B"
"1209","07_35712247","A","A","B","A","B","B","A","B","B","B","A","B","A","B","A","A","A","A","B","B","B","B","B","A","B","B","A","A","B","A","B","B","B","B","B","A","B","B","B","A","A","A","A","B","A","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","B","A","A","B","B","B","A","B","A","B","B","B","A","B","B","B","A","B","A","A","A","A","A","A","A","B","B","A","B","A","B","B","A","A","A","B","B","B","A","-","B","B","A","A","B","A","A","A","A","A","B","B","B","A","B","-","A","A","A","B","A","A","B","A","B","A","B","B","B","B","A","A","B","A","B","B","B","-","-","A","B","B","B","B","A","A","A","B","A","A","-","B","B","A","B","A","A","A","B","B","B","B","A","A","B","B","A","B","A","B","B","B","A","A","A","A","B","B","-","B","B","B","A","B","B"
"1210","07_36115777","A","A","B","A","B","A","A","B","B","A","A","B","A","B","A","A","A","A","B","B","B","B","B","A","B","B","A","A","B","A","B","B","B","B","B","A","B","B","B","A","A","B","A","B","A","A","A","B","B","A","A","A","A","A","B","H","B","A","A","B","B","A","A","B","B","B","A","B","A","B","B","A","A","B","B","B","A","B","A","A","A","A","A","A","A","B","A","B","B","A","B","B","A","A","A","B","A","H","A","A","B","B","B","A","B","A","A","A","A","A","B","B","B","A","B","A","A","A","A","B","A","A","B","A","B","A","B","B","B","B","A","A","B","A","B","B","B","A","A","A","B","B","B","B","A","A","A","B","A","A","H","B","B","A","B","A","A","A","H","B","B","B","A","A","B","B","A","B","A","B","B","B","A","A","A","A","B","B","B","B","B","B","B","B","B"
"1211","07_36276280","A","A","B","A","B","A","A","B","B","A","A","A","A","B","A","H","A","A","B","B","B","B","A","B","B","B","A","A","B","A","B","A","B","B","B","A","B","B","B","A","A","B","A","B","A","A","A","B","B","A","A","A","A","A","B","A","A","A","H","B","B","A","A","B","A","B","A","B","A","B","B","A","A","B","B","B","A","B","A","A","A","A","A","A","A","B","A","B","B","A","B","B","A","A","A","B","A","H","A","A","B","B","B","A","B","A","A","A","A","A","A","B","B","A","B","A","A","A","A","B","A","A","B","A","B","A","B","B","-","B","A","A","B","A","A","A","B","B","A","B","B","B","B","B","A","A","A","B","A","A","A","B","B","A","B","A","A","A","B","B","B","B","A","A","B","B","A","B","A","B","B","B","A","A","A","A","B","B","A","B","B","B","-","-","A"
"1212","07_36857311","A","A","B","A","B","A","A","B","B","A","A","A","A","B","A","B","A","A","B","A","-","B","A","B","B","B","A","A","B","A","B","A","A","B","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","A","B","A","A","A","B","A","A","A","B","B","B","A","A","B","A","B","A","B","A","B","B","A","A","B","B","B","A","B","A","A","A","A","A","A","A","B","A","B","B","A","B","B","A","A","A","B","A","A","A","A","B","B","B","A","B","A","A","A","A","A","A","B","B","A","B","A","A","A","A","B","A","A","A","A","B","A","B","B","B","B","A","A","B","A","B","A","B","B","A","B","B","B","B","B","A","A","A","A","A","A","A","B","B","A","B","A","A","A","B","B","B","B","B","A","H","B","A","H","A","B","B","B","A","A","B","A","B","B","B","B","B","B","B","A","B"
"1213","07_36741392","A","A","A","A","B","A","A","B","B","-","A","A","A","B","A","B","A","A","B","A","A","B","A","B","B","B","A","A","B","A","B","A","A","B","B","A","B","B","A","A","A","B","A","B","A","A","A","B","B","A","B","A","A","A","B","A","A","A","B","B","B","A","A","B","A","B","A","B","A","B","B","A","A","B","B","B","A","B","A","A","A","A","A","A","A","B","-","B","B","A","B","B","A","A","A","B","A","B","A","B","B","B","B","A","B","A","A","A","-","A","A","B","-","A","B","-","A","A","-","-","A","A","-","A","B","A","B","B","B","B","A","A","B","A","B","A","B","-","-","B","B","B","B","B","A","A","A","B","A","A","A","B","B","A","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","B","B","B","A","A","-","A","B","B","-","B","B","B","-","B","B"
"1214","07_37151383","A","A","B","A","B","A","A","B","A","A","A","A","A","B","A","B","A","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","A","B","B","A","B","A","A","A","A","B","B","B","A","A","A","B","B","A","B","A","A","A","B","A","A","A","B","B","B","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","B","A","A","A","A","A","A","A","B","A","B","B","A","B","B","A","A","A","B","A","B","A","A","B","B","B","A","B","A","A","A","A","A","A","B","B","A","B","A","A","A","A","B","A","A","A","A","B","A","A","B","B","A","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","A","A","B","A","A","B","B","B","A","B","-","A","A","B","B","B","B","B","A","B","B","A","B","A","B","B","B","A","A","B","A","B","B","B","B","B","B","B","B","B"
"1215","07_37193798","A","A","B","A","B","A","A","B","A","A","A","B","A","B","A","B","A","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","A","B","B","A","B","A","A","A","A","B","B","B","A","A","A","B","B","A","B","A","A","A","H","H","B","A","B","B","B","A","A","H","B","B","A","B","A","B","A","A","A","B","B","B","A","B","A","A","A","A","A","A","A","B","A","B","B","A","B","B","A","A","A","B","A","H","A","A","B","B","B","A","B","A","A","A","A","A","B","B","B","A","B","A","A","A","A","B","A","A","A","A","B","A","A","B","A","A","A","A","B","A","B","A","B","B","B","B","B","B","B","H","A","A","A","B","A","A","H","B","B","A","B","A","A","A","H","B","B","B","B","A","A","B","A","B","A","H","B","B","A","A","B","A","B","B","A","B","B","B","B","B","B"
"1216","07_37442995","A","A","B","A","B","A","B","B","A","A","A","B","A","B","A","B","A","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","A","B","B","A","B","A","A","A","A","B","B","B","A","A","A","B","B","A","B","A","A","A","B","H","B","A","B","B","A","A","A","B","B","B","A","B","A","B","A","A","A","B","B","B","A","B","A","A","A","A","A","A","A","B","A","B","B","A","B","B","A","A","A","B","A","B","A","-","B","B","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","A","-","-","A","A","A","A","B","-","A","B","B","-","A","A","B","A","B","B","B","B","B","B","B","B","B","B","A","A","A","B","A","A","-","B","B","A","B","-","A","A","B","B","B","B","B","A","-","B","A","B","A","B","B","B","A","A","B","A","B","B","-","B","B","B","B","B","B"
"1217","07_37478621","A","A","B","A","B","A","B","B","A","A","A","A","A","B","A","B","A","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","A","B","B","A","B","A","A","A","A","B","B","B","A","A","A","B","B","A","B","A","A","A","B","A","A","A","B","B","A","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","B","A","A","A","A","A","A","A","B","A","B","B","A","B","B","A","A","A","B","A","B","A","A","B","B","B","A","B","A","A","A","B","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","B","B","A","A","A","B","A","B","B","B","B","B","B","B","B","B","B","A","A","A","B","A","A","A","B","B","A","B","A","A","A","A","B","B","B","B","A","A","B","A","B","A","B","B","B","A","A","B","A","B","B","H","B","B","B","B","B","B"
"1218","07_37840345","A","A","B","A","B","A","B","B","A","A","A","A","A","B","A","B","A","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","A","B","B","A","B","A","-","A","A","B","B","B","A","A","A","B","B","A","B","A","A","A","B","A","A","A","B","B","-","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","B","A","A","A","A","A","A","A","B","A","B","B","B","B","B","A","A","A","B","A","-","A","-","B","B","B","A","B","A","A","A","B","A","A","B","-","A","A","A","A","-","B","A","A","A","A","A","B","A","A","B","B","-","A","A","B","A","B","B","B","B","B","B","B","B","B","B","A","A","-","B","A","A","-","B","B","A","B","-","A","A","-","B","B","B","B","A","A","B","A","B","A","B","B","B","A","A","B","A","B","B","A","B","B","B","-","B","B"
"1219","07_37579340","A","A","B","A","B","A","B","B","A","A","A","A","A","B","A","B","A","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","A","B","B","A","B","A","A","A","A","B","B","B","H","A","A","B","B","A","B","A","A","A","B","A","A","A","B","B","B","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","B","-","A","A","A","A","A","A","B","A","B","B","A","B","B","A","A","A","B","A","B","A","A","B","B","B","A","B","A","A","A","B","A","-","B","A","A","A","A","A","-","B","A","A","A","-","A","B","B","A","B","B","A","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","A","-","B","A","A","-","B","B","A","B","A","A","A","-","B","B","B","B","A","A","B","A","B","A","B","B","B","A","A","B","H","B","B","B","B","B","B","B","B","B"
"1220","07_37579786","A","A","B","A","B","A","B","B","A","A","A","A","A","B","A","B","A","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","A","B","B","A","B","A","A","A","A","B","B","B","A","A","A","B","B","A","B","A","A","A","B","A","A","A","B","B","A","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","B","A","A","A","A","A","A","A","B","A","B","B","A","B","B","A","A","A","B","A","B","A","A","B","B","B","A","B","A","A","A","B","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","B","A","A","B","B","A","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","A","A","B","A","A","A","B","B","A","B","A","A","A","B","B","B","B","B","A","H","B","A","B","A","B","B","B","A","A","B","A","B","B","-","B","B","B","B","B","B"
"1221","07_37837455","A","A","B","A","B","A","B","B","A","A","A","A","A","B","A","B","A","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","A","B","B","A","B","A","A","A","A","B","B","B","A","A","A","B","B","A","B","A","A","A","B","A","A","A","B","B","H","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","B","A","A","A","A","A","A","A","B","A","B","B","H","B","B","A","A","A","B","A","H","A","A","B","B","B","A","B","A","A","A","B","A","A","B","A","A","A","A","A","A","B","A","A","A","A","A","B","A","A","B","B","A","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","A","A","A","A","A","A","B","B","A","B","A","A","A","B","B","B","B","B","A","A","B","A","A","A","B","B","B","A","A","B","A","B","B","A","B","B","B","A","B","B"
"1222","07_37933371","A","A","B","A","B","A","B","B","A","A","A","A","A","B","A","A","A","B","H","A","A","B","B","B","B","B","A","A","B","A","B","A","A","B","B","A","B","A","A","A","A","B","B","B","A","A","A","B","B","A","B","A","A","A","B","A","A","A","B","B","H","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","B","A","A","A","A","A","A","A","B","A","B","B","A","B","B","A","A","A","B","A","B","A","A","B","B","B","A","B","A","A","A","B","A","A","B","A","A","A","A","A","A","B","A","A","A","A","A","B","A","A","B","B","A","A","A","B","A","B","B","B","B","A","B","B","B","B","B","A","A","A","B","A","A","A","B","B","A","B","A","A","A","A","B","B","B","B","A","B","A","A","A","A","B","B","B","A","A","B","A","B","B","H","B","B","B","A","B","A"
"1223","07_38110956","A","A","B","A","B","A","B","B","A","A","-","A","A","B","A","A","A","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","A","B","B","A","B","A","B","A","A","B","B","B","A","A","A","B","B","A","B","A","A","A","B","A","A","A","B","B","H","A","A","B","A","B","A","B","A","B","A","A","A","B","B","B","A","B","B","A","A","A","A","A","A","B","A","B","B","B","B","B","A","A","A","B","A","A","A","A","B","B","B","A","B","A","A","A","B","A","A","B","A","A","A","A","A","B","B","A","A","A","B","A","B","A","A","B","B","A","A","A","B","A","B","-","B","B","-","B","B","B","B","B","A","A","B","B","A","A","A","B","B","A","B","A","A","A","B","B","B","B","B","A","B","B","A","A","A","B","B","B","A","A","B","A","B","B","A","B","B","B","A","-","A"
"1224","07_38592972","A","B","A","A","B","A","B","B","A","A","B","A","A","B","A","B","A","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","H","B","B","A","B","A","B","A","A","B","A","B","A","A","A","B","B","A","B","A","A","B","B","A","A","A","B","B","B","A","A","B","A","B","A","B","A","B","A","A","A","B","B","A","A","B","A","A","A","A","A","A","A","B","A","A","B","A","B","B","A","A","A","B","A","H","A","A","B","B","B","A","B","A","A","A","B","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","B","A","A","B","B","A","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","A","B","B","A","A","A","B","B","A","B","A","A","H","B","B","B","B","B","A","B","B","A","A","A","B","B","B","A","A","B","A","B","B","H","B","B","A","A","B","B"
"1225","07_38774287","A","B","A","A","B","A","B","B","A","A","B","A","A","B","A","B","A","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","A","B","B","A","B","A","B","A","A","B","A","B","A","A","A","B","B","A","B","A","A","B","B","A","A","A","B","B","H","A","A","B","A","B","A","B","A","B","A","A","A","B","B","A","A","B","A","A","A","A","-","A","A","B","A","A","B","A","B","B","A","A","A","B","A","-","A","A","B","B","-","A","B","A","A","A","B","A","A","A","A","A","A","A","A","-","B","A","A","A","A","A","B","A","A","B","B","A","A","A","B","A","B","A","B","B","-","B","B","B","B","B","A","A","B","-","A","A","A","B","B","A","B","A","A","A","A","B","B","B","B","A","B","B","A","A","A","B","B","B","A","A","B","A","B","B","-","B","B","A","A","-","-"
"1226","07_39055019","B","B","A","A","B","A","B","B","A","B","H","A","A","B","A","A","A","B","B","A","A","B","B","B","B","B","A","A","B","A","B","A","A","B","B","A","B","A","B","A","A","B","A","B","A","A","A","H","B","A","B","A","A","B","B","A","A","A","B","B","H","A","A","B","A","B","A","B","A","B","A","A","A","B","B","A","A","B","A","A","A","A","B","A","A","B","A","A","B","A","A","B","A","A","A","B","A","B","A","A","B","B","A","A","B","A","A","A","B","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","B","A","A","H","B","A","A","A","B","A","B","A","B","H","B","B","B","B","B","A","A","A","B","B","A","A","A","B","B","A","B","A","A","A","A","B","B","B","B","A","-","B","B","A","A","B","B","B","A","A","B","A","-","B","A","H","B","A","A","B","A"
