Glyma2.0	Glyma1.1	chromosome_number	start_mb	stop_mb
Glyma.06g025300	Glyma06g02790	6	1920735	1921556
Glyma.06g025400	Glyma06g02800	6	1933300	1939199
Glyma.06g025500	Glyma06g02810	6	1948590	1948952
Glyma.06g025600	Glyma06g02820	6	1958597	1960432
Glyma.06g025700	Glyma06g02830	6	1962630	1967722
Glyma.06g025800	Glyma06g02841	6	1968737	1974567
Glyma.06g025900	Glyma06g02850	6	1983753	1991705
Glyma.06g026000	Glyma06g02860	6	1998851	2002573
Glyma.06g026100	Glyma06g02880	6	2006496	2011301
Glyma.06g026200	Glyma06g02890	6	2015706	2017331
Glyma.06g026300	Glyma06g02900	6	2025053	2027273
Glyma.06g026400	Glyma06g02910	6	2035020	2042075
Glyma.06g026500	NA	6	2043194	2046391
Glyma.06g026600	Glyma06g02930	6	2050652	2054875
Glyma.06g026700	Glyma06g02940	6	2061355	2067402
Glyma.06g026800	Glyma06g02950	6	2072075	2077074
Glyma.06g026900	NA	6	2080252	2080822
Glyma.06g027000	Glyma06g02970	6	2087092	2088456
Glyma.06g027100	Glyma06g02980	6	2095426	2101740
Glyma.06g027200	Glyma06g02990	6	2104472	2108449
Glyma.06g027300	Glyma06g03000	6	2111883	2113374
Glyma.06g027400	Glyma06g03015	6	2118850	2122155
Glyma.06g027500	Glyma06g03030	6	2135507	2138166
Glyma.06g027600	Glyma06g03040	6	2147625	2156592
Glyma.06g027700	Glyma06g03050	6	2155900	2157973
Glyma.06g027800	Glyma06g03060	6	2158064	2158495
Glyma.06g027900	Glyma06g03070	6	2158117	2168073
Glyma.06g028000	Glyma06g03080	6	2183636	2186994
Glyma.06g028100	NA	6	2193292	2197224
Glyma.06g028200	Glyma06g03091	6	2196938	2202255
Glyma.06g028300	Glyma06g03110	6	2204386	2205713
Glyma.06g028400	Glyma06g03120	6	2209306	2212594
Glyma.06g028500	Glyma06g03140	6	2217381	2218232
Glyma.06g028600	Glyma06g03150	6	2220717	2222691
Glyma.06g028700	Glyma06g03160	6	2223509	2228008
Glyma.06g028800	NA	6	2237126	2239413
Glyma.06g028900	Glyma06g03180	6	2262638	2269457
Glyma.06g029000	Glyma06g03190	6	2266786	2274915
Glyma.06g029100	Glyma06g03200	6	2279619	2284858
Glyma.06g029200	Glyma06g03210	6	2286513	2289208
Glyma.06g029300	Glyma06g03220	6	2289892	2296034
Glyma.06g029400	Glyma06g03230	6	2297315	2301087
Glyma.06g029500	Glyma06g03240	6	2302206	2305904
Glyma.06g029600	Glyma06g03250	6	2313588	2314965
Glyma.06g029700	Glyma06g03270	6	2328362	2331219
Glyma.06g029800	Glyma06g03280	6	2332583	2338556
Glyma.06g029900	Glyma06g03290	6	2343859	2347963
Glyma.06g030000	Glyma06g03300	6	2358101	2362843
Glyma.06g030100	Glyma06g03310	6	2363752	2370203
Glyma.06g030200	Glyma06g03320	6	2371745	2374549
Glyma.06g030300	Glyma06g03330	6	2381765	2382442
Glyma.06g030400	Glyma06g03340	6	2390673	2396324
Glyma.06g030500	Glyma06g03350	6	2395066	2399562
Glyma.06g0306002	NA	6	2406377	2408152
Glyma.06g0306001	NA	6	2410364	2410890
Glyma.06g030700	Glyma06g03380	6	2416985	2420772
Glyma.06g030800	Glyma06g03395	6	2422258	2423307
Glyma.06g030900	Glyma06g03410	6	2425415	2428423
Glyma.06g031000	Glyma06g03420	6	2430389	2431671
Glyma.06g031100	Glyma06g03430	6	2434603	2435755
Glyma.06g031200	NA	6	2436939	2438230
Glyma.06g031300	Glyma06g03450	6	2438609	2440449
Glyma.06g031400	Glyma06g03460	6	2442465	2443826
Glyma.06g031500	Glyma06g03463	6	2445120	2446298
Glyma.06g031600	Glyma06g03466	6	2447942	2449837
Glyma.06g031700	Glyma06g03470	6	2450722	2455299
Glyma.06g031800	Glyma06g03485	6	2463142	2463885
Glyma.06g031900	Glyma06g03500	6	2471751	2478947
Glyma.06g032000	Glyma06g03510	6	2481448	2484332
Glyma.06g032100	Glyma06g03520	6	2485727	2488134
Glyma.06g032200	Glyma06g03530	6	2493404	2497832
Glyma.06g032300	Glyma06g03540	6	2500335	2500706
Glyma.06g032400	Glyma06g03551	6	2502617	2505465
Glyma.06g032500	NA	6	2515199	2519958
Glyma.06g032600	Glyma06g03570	6	2522059	2530719
Glyma.06g0327002	NA	6	2530969	2531370
Glyma.06g0327001	NA	6	2532467	2532505
Glyma.06g032800	Glyma06g03583	6	2534529	2538587
Glyma.06g032900	Glyma06g03590	6	2541353	2544264
Glyma.06g033000	Glyma06g03600	6	2547004	2547762
Glyma.06g033100	Glyma06g03610	6	2550783	2555478
Glyma.06g033200	Glyma06g03620	6	2556175	2564701
Glyma.06g033300	Glyma06g03630	6	2575020	2578271
Glyma.06g033400	Glyma06g03640	6	2580425	2582253
Glyma.06g033500	Glyma06g03650	6	2584914	2590455
Glyma.06g033600	Glyma06g03660	6	2588818	2590152
Glyma.06g033700	Glyma06g03670	6	2593715	2601131
Glyma.06g033800	Glyma06g03680	6	2602560	2608287
Glyma.06g033900	Glyma06g03690	6	2609556	2612926
Glyma.06g034000	Glyma06g03700	6	2613465	2615567
Glyma.06g034100	Glyma06g03710	6	2634621	2638042
Glyma.06g034200	Glyma06g03720	6	2642847	2648157
Glyma.06g034300	Glyma06g03731	6	2649917	2650623
Glyma.06g034400	Glyma06g03740	6	2663763	2672935
Glyma.06g034500	Glyma06g03760	6	2677248	2679092
Glyma.06g034600	Glyma06g03770	6	2687754	2689662
Glyma.06g034700	Glyma06g03780	6	2694644	2695761
Glyma.06g034800	Glyma06g03790	6	2696466	2702227
Glyma.06g034900	Glyma06g03820	6	2708555	2711852
Glyma.06g035000	Glyma06g03830	6	2713959	2719986
Glyma.06g035100	Glyma06g03841	6	2722968	2723288
Glyma.06g035200	Glyma06g03850	6	2724860	2727223
Glyma.06g035300	Glyma06g03860	6	2729440	2733576
Glyma.06g035400	Glyma06g03880	6	2736074	2739766
Glyma.06g035500	Glyma06g03870	6	2736430	2736738
Glyma.06g035600	NA	6	2741102	2743007
Glyma.06g035700	Glyma06g03901	6	2745480	2748590
Glyma.06g035800	Glyma06g03910	6	2754194	2758001
Glyma.06g035900	Glyma06g03920	6	2759124	2760027
Glyma.06g036000	Glyma06g03930	6	2763988	2765469
Glyma.06g0361002	NA	6	2772753	2773406
Glyma.06g0361001	NA	6	2773625	2775133
Glyma.06g036200	Glyma06g03950	6	2776996	2780971
Glyma.06g036300	Glyma06g03960	6	2787223	2790348
Glyma.06g036400	Glyma06g03970	6	2793752	2800249
Glyma.06g036500	Glyma06g03980	6	2800883	2810069
Glyma.06g036600	Glyma06g03990	6	2811984	2813396
Glyma.06g036700	Glyma06g04000	6	2815452	2816744
Glyma.06g036800	Glyma06g04010	6	2820598	2822127
Glyma.06g036900	Glyma06g04020	6	2833967	2834662
Glyma.06g037000	Glyma06g04030	6	2839896	2841514
Glyma.06g037100	Glyma06g04060	6	2849914	2853985
Glyma.06g037200	NA	6	2859375	2860429
Glyma.06g037300	Glyma06g04065	6	2861369	2870869
Glyma.06g037400	Glyma06g04070	6	2869643	2869795
Glyma.06g037500	NA	6	2876797	2877488
Glyma.06g037600	Glyma06g04100	6	2879848	2887029
Glyma.06g037700	Glyma06g04110	6	2890671	2891619
Glyma.06g037800	Glyma06g04120	6	2894530	2896325
Glyma.06g037900	Glyma06g04130	6	2902002	2905685
Glyma.06g038000	Glyma06g04140	6	2908879	2910318
Glyma.06g038100	Glyma06g04151	6	2912312	2913301
Glyma.06g038200	NA	6	2914749	2915579
Glyma.06g038300	NA	6	2916449	2917123
Glyma.06g038400	Glyma06g04170	6	2918145	2919393
Glyma.06g038500	Glyma06g04180	6	2921101	2925578
Glyma.06g038600	NA	6	2930065	2934257
Glyma.06g038700	NA	6	2935243	2937127
Glyma.06g038800	Glyma06g04193	6	2937412	2937772
Glyma.06g038900	Glyma06g04200	6	2943383	2947586
Glyma.06g039000	Glyma06g04210	6	2949704	2954653
Glyma.06g039100	Glyma06g04220	6	2963434	2964779
Glyma.06g039200	Glyma06g04230	6	2967881	2976887
Glyma.06g039300	Glyma06g04235	6	2981077	2981364
Glyma.06g039400	Glyma06g04240	6	2983188	2983676
Glyma.06g039500	Glyma06g04250	6	2986298	2990124
Glyma.06g039600	Glyma06g04270	6	2995083	3000503
Glyma.06g039700	Glyma06g04280	6	3001090	3003031
Glyma.06g039800	Glyma06g04290	6	3003277	3006341
Glyma.06g039900	Glyma06g04300	6	3008917	3011608
Glyma.06g040000	Glyma06g04310	6	3012293	3014635
Glyma.06g040100	Glyma06g04320	6	3015227	3020272
Glyma.06g040200	NA	6	3023200	3024186
Glyma.06g040300	Glyma06g04340	6	3025530	3029879
Glyma.06g040400	Glyma06g04353	6	3041657	3047267
Glyma.06g040500	Glyma06g04346	6	3042471	3042767
Glyma.06g040600	Glyma06g04360	6	3047742	3054708
Glyma.06g040700	Glyma06g04370	6	3054617	3059562
Glyma.06g040800	Glyma06g04380	6	3066046	3067280
Glyma.06g040900	Glyma06g04390	6	3084559	3086167
Glyma.06g041000	Glyma06g04410	6	3104225	3111827
Glyma.06g041100	Glyma06g04416	6	3118193	3119768
Glyma.06g041200	NA	6	3121756	3122364
Glyma.06g041300	Glyma06g04430	6	3122900	3124901
Glyma.06g041400	Glyma06g04440	6	3132564	3136289
Glyma.06g041500	Glyma06g04451	6	3139829	3144620
Glyma.06g041600	NA	6	3145139	3145351
Glyma.06g041700	Glyma06g04460	6	3147768	3152655
Glyma.06g041800	Glyma06g04470	6	3161791	3163327
Glyma.06g041900	Glyma06g04475	6	3169816	3171166
Glyma.06g042000	Glyma06g04480	6	3178447	3178644
Glyma.06g042100	Glyma06g04490	6	3179113	3180503
Glyma.06g042200	NA	6	3180855	3181761
Glyma.06g042300	Glyma06g04510	6	3194307	3197140
Glyma.06g042400	Glyma06g04520	6	3212730	3225119
Glyma.06g042500	Glyma06g04530	6	3226592	3229165
Glyma.06g042600	NA	6	3233956	3236966
Glyma.06g042700	Glyma06g04550	6	3240841	3243050
Glyma.06g042800	Glyma06g04560	6	3246839	3248053
Glyma.06g042900	Glyma06g04575	6	3264037	3266176
Glyma.06g043000	Glyma06g04590	6	3285792	3287447
Glyma.06g043100	Glyma06g04600	6	3292974	3295382
Glyma.06g043200	Glyma06g04610	6	3296539	3298884
Glyma.06g043300	Glyma06g04620	6	3305854	3310464
Glyma.06g043400	Glyma06g04640	6	3314732	3316570
Glyma.06g043500	NA	6	3321984	3325357
Glyma.06g043600	Glyma06g04650	6	3326476	3326814
Glyma.06g043700	Glyma06g04660	6	3331284	3332799
Glyma.06g043800	Glyma06g04670	6	3334247	3340874
Glyma.06g043900	Glyma06g04680	6	3342749	3344943
Glyma.06g044000	Glyma06g04690	6	3346594	3347924
Glyma.06g044100	Glyma06g04705	6	3353576	3356626
Glyma.06g044200	Glyma06g04720	6	3362510	3366628
Glyma.06g044300	Glyma06g04731	6	3373071	3376569
Glyma.06g044400	Glyma06g04740	6	3381869	3382860
Glyma.06g044500	NA	6	3387497	3388739
Glyma.06g044600	Glyma06g04760	6	3395763	3397446
Glyma.06g044700	NA	6	3399335	3402186
Glyma.06g044800	NA	6	3402561	3404002
Glyma.06g044900	Glyma06g04790	6	3404974	3407886
Glyma.06g045000	Glyma06g04800	6	3411877	3414024
Glyma.06g045100	Glyma06g04810	6	3414590	3417680
Glyma.06g045200	Glyma06g04820	6	3425933	3434985
Glyma.06g045300	Glyma06g04831	6	3438585	3442374
Glyma.06g045400	Glyma06g04840	6	3452456	3454706
Glyma.06g045500	Glyma06g04850	6	3459130	3463911
Glyma.06g045600	Glyma06g04860	6	3465521	3473492
Glyma.06g045700	Glyma06g04870	6	3474823	3475914
Glyma.06g045800	NA	6	3478880	3479493
Glyma.06g045900	Glyma06g04890	6	3480519	3482222
Glyma.06g046000	Glyma06g04900	6	3487287	3494740
Glyma.06g046100	NA	6	3493549	3493836
Glyma.06g046200	Glyma06g04910	6	3496108	3498559
Glyma.06g046300	Glyma06g04920	6	3510207	3515464
Glyma.06g046400	Glyma06g04930	6	3515959	3520017
Glyma.06g046500	Glyma06g04941	6	3521398	3523212
Glyma.06g046600	Glyma06g04950	6	3524186	3528220
Glyma.06g046700	Glyma06g04955	6	3528430	3530718
Glyma.06g046800	Glyma06g04960	6	3535731	3536501
Glyma.06g046900	Glyma06g04970	6	3538995	3542434
Glyma.06g047000	Glyma06g04980	6	3544867	3547176
Glyma.06g047100	Glyma06g04990	6	3565056	3569286
Glyma.06g047200	Glyma06g05001	6	3569793	3573803
Glyma.06g047300	Glyma06g05010	6	3580265	3581900
Glyma.06g047400	Glyma06g05020	6	3584404	3590095
Glyma.06g047500	NA	6	3586987	3587366
Glyma.06g047600	Glyma06g05030	6	3593961	3595420
Glyma.06g047700	Glyma06g05040	6	3602971	3605169
Glyma.06g047800	Glyma06g05050	6	3609293	3611327
Glyma.06g047900	Glyma06g05060	6	3614079	3618095
Glyma.06g048000	NA	6	3615884	3616173
Glyma.06g048100	Glyma06g05070	6	3618992	3620857
Glyma.06g048200	Glyma06g05081	6	3623954	3624721
Glyma.06g048300	Glyma06g05090	6	3629575	3630353
Glyma.06g048400	Glyma06g05100	6	3633873	3640363
Glyma.06g048500	Glyma06g05111	6	3644091	3645223
Glyma.06g048600	Glyma06g05120	6	3658385	3660665
Glyma.06g048700	Glyma06g05123	6	3664269	3664727
Glyma.06g048800	Glyma06g05126	6	3667631	3668086
Glyma.06g048900	NA	6	3669062	3670288
Glyma.06g049000	Glyma06g05150	6	3676915	3679442
Glyma.06g049100	NA	6	3679711	3680417
Glyma.06g049200	Glyma06g05170	6	3693119	3697685
Glyma.06g049300	Glyma06g05181	6	3707996	3711451
Glyma.06g049400	Glyma06g05190	6	3717317	3721092
Glyma.06g049500	Glyma06g05200	6	3732793	3737216
Glyma.06g049600	Glyma06g05210	6	3736910	3742779
Glyma.06g049700	Glyma06g05220	6	3746246	3749499
Glyma.06g049800	NA	6	3747245	3747764
Glyma.06g049900	Glyma06g05240	6	3766667	3772311
Glyma.06g050000	Glyma06g05260	6	3785304	3787252
Glyma.06g050100	Glyma06g05280	6	3797970	3805677
Glyma.06g050200	Glyma06g05290	6	3813696	3818031
Glyma.06g050300	Glyma06g05300	6	3823010	3824607
Glyma.06g050400	Glyma06g05310	6	3833600	3836739
Glyma.06g050500	NA	6	3840579	3841194
Glyma.06g050600	Glyma06g05341	6	3842765	3849707
Glyma.06g050700	Glyma06g05350	6	3850587	3855791
Glyma.06g050800	Glyma06g05360	6	3857380	3863236
Glyma.06g050900	Glyma06g05370	6	3863762	3865651
Glyma.06g051000	Glyma06g05380	6	3870569	3872706
Glyma.06g051100	Glyma06g05390	6	3873914	3878365
Glyma.06g051200	Glyma06g05400	6	3878792	3883637
Glyma.06g051300	NA	6	3881156	3881805
Glyma.06g051400	Glyma06g05410	6	3884996	3887519
Glyma.06g0515002	NA	6	3890541	3893748
Glyma.06g0515001	NA	6	3894486	3895268
Glyma.06g051600	Glyma06g05430	6	3895953	3899329
Glyma.06g051700	NA	6	3898727	3899134
Glyma.06g051800	Glyma06g05440	6	3903770	3904881
Glyma.06g051900	Glyma06g05450	6	3908172	3909900
Glyma.06g052000	Glyma06g05460	6	3910640	3915158
Glyma.06g052100	Glyma06g05470	6	3920327	3926372
Glyma.06g052200	Glyma06g05475	6	3933386	3934060
Glyma.06g052300	Glyma06g05480	6	3935229	3939297
Glyma.06g052400	Glyma06g05490	6	3947109	3948444
Glyma.06g052500	Glyma06g05500	6	3955230	3960465
Glyma.06g052600	Glyma06g05510	6	3964513	3966171
Glyma.06g052700	Glyma06g05520	6	3981500	3992391
Glyma.06g052800	Glyma06g05530	6	3991249	3993778
Glyma.06g052900	Glyma06g05550	6	3996997	4002088
Glyma.06g053000	Glyma06g05560	6	4010692	4013662
Glyma.06g053100	Glyma06g05570	6	4017860	4022498
Glyma.06g053200	Glyma06g05580	6	4026787	4030186
Glyma.06g053300	Glyma06g05590	6	4033815	4034583
Glyma.06g053400	Glyma06g05611	6	4046882	4048979
Glyma.06g053500	NA	6	4055627	4057123
Glyma.06g053600	Glyma06g05640	6	4067295	4070969
Glyma.06g053700	Glyma06g05630	6	4068463	4068618
Glyma.06g053800	Glyma06g05650	6	4073333	4079428
Glyma.06g053900	Glyma06g05660	6	4080983	4082658
Glyma.06g054000	Glyma06g05670	6	4085259	4091133
Glyma.06g054100	Glyma06g05665	6	4085416	4086203
Glyma.06g054200	Glyma06g05680	6	4094286	4103407
Glyma.06g054300	Glyma06g05690	6	4108252	4111522
Glyma.06g054400	Glyma06g05710	6	4118901	4122308
Glyma.06g054500	Glyma06g05721	6	4124757	4125627
Glyma.06g054600	Glyma06g05730	6	4128400	4133186
Glyma.06g054700	Glyma06g05740	6	4134276	4135193
Glyma.06g054800	Glyma06g05750	6	4140373	4142040
Glyma.06g054900	NA	6	4148863	4151186
Glyma.06g055000	NA	6	4157302	4159613
Glyma.06g055100	Glyma06g05770	6	4160509	4166027
Glyma.06g055200	Glyma06g05780	6	4176692	4178562
Glyma.06g055300	Glyma06g05790	6	4186060	4188548
Glyma.06g055400	Glyma06g05800	6	4192381	4196700
Glyma.06g055500	Glyma06g05810	6	4197745	4198653
Glyma.06g055600	Glyma06g05820	6	4202405	4203764
Glyma.06g055700	Glyma06g05830	6	4206104	4207699
Glyma.06g055800	Glyma06g05840	6	4217856	4223836
Glyma.06g055900	Glyma06g05850	6	4225202	4227917
Glyma.06g056000	Glyma06g05860	6	4229044	4231989
Glyma.06g056100	Glyma06g05870	6	4233532	4235715
Glyma.06g056200	Glyma06g05880	6	4236012	4237969
Glyma.06g056300	Glyma06g05890	6	4240910	4249727
Glyma.06g056400	Glyma06g05900	6	4255938	4263871
Glyma.06g056500	Glyma06g05910	6	4266559	4287629
Glyma.06g056600	Glyma06g05931	6	4286782	4289136
Glyma.06g056700	NA	6	4292738	4295511
Glyma.06g056800	NA	6	4298002	4301634
Glyma.06g056900	NA	6	4301835	4304814
Glyma.06g057000	Glyma06g05960	6	4306103	4312215
Glyma.06g057100	Glyma06g05970	6	4317423	4321666
Glyma.06g057200	Glyma06g05980	6	4320069	4321655
Glyma.06g057300	Glyma06g05990	6	4327104	4329532
Glyma.06g057400	Glyma06g06000	6	4330457	4331415
Glyma.06g057500	Glyma06g06011	6	4333621	4334936
Glyma.06g057600	Glyma06g06020	6	4338684	4339034
Glyma.06g057700	Glyma06g06030	6	4342687	4347826
Glyma.06g057800	Glyma06g06040	6	4348904	4349101
Glyma.06g057900	Glyma06g06050	6	4349678	4353117
Glyma.06g058000	Glyma06g06061	6	4357936	4364674
Glyma.06g058100	Glyma06g06070	6	4365584	4371955
Glyma.06g058200	Glyma06g06080	6	4377232	4381986
Glyma.06g058300	Glyma06g06090	6	4386589	4392627
Glyma.06g058400	Glyma06g06101	6	4400355	4401212
Glyma.06g058500	Glyma06g06110	6	4420541	4425555
Glyma.06g058600	Glyma06g06130	6	4428249	4435986
Glyma.06g058700	NA	6	4440430	4441375
Glyma.06g058800	Glyma06g06145	6	4441764	4442572
Glyma.06g058900	Glyma06g06160	6	4445931	4448262
Glyma.06g059000	Glyma06g06170	6	4451694	4457413
Glyma.06g059100	Glyma06g06240	6	4468926	4476249
Glyma.06g059200	Glyma06g06200	6	4482111	4487968
Glyma.06g059300	Glyma06g06220	6	4490111	4492002
Glyma.06g059400	NA	6	4492849	4496839
Glyma.06g059500	Glyma06g06290	6	4511463	4512498
Glyma.06g059600	Glyma06g06300	6	4519732	4521199
Glyma.06g059700	Glyma06g06310	6	4525998	4530480
Glyma.06g059800	Glyma06g06321	6	4532608	4545413
Glyma.06g059900	Glyma06g06331	6	4546943	4547661
Glyma.06g060000	Glyma06g06340	6	4553186	4554810
Glyma.06g060100	Glyma06g06350	6	4557987	4560396
Glyma.06g060200	Glyma06g06370	6	4569855	4572725
Glyma.06g060300	Glyma06g06380	6	4573317	4575454
Glyma.06g060400	Glyma06g06390	6	4575536	4576105
Glyma.06g060500	NA	6	4580039	4582824
Glyma.06g060600	NA	6	4581483	4586998
Glyma.06g060700	Glyma06g06411	6	4587698	4589977
Glyma.06g060800	Glyma06g06420	6	4594372	4600931
Glyma.06g060900	NA	6	4595819	4596261
Glyma.06g061000	Glyma06g06430	6	4601488	4606122
Glyma.06g061100	Glyma06g06440	6	4608132	4614015
Glyma.06g061200	Glyma06g06450	6	4615389	4616541
Glyma.06g061300	Glyma06g06460	6	4618333	4622647
Glyma.06g061400	Glyma06g06470	6	4626074	4630766
Glyma.06g061500	Glyma06g06475	6	4631416	4635351
Glyma.06g061600	Glyma06g06480	6	4636298	4641963
Glyma.06g061700	Glyma06g06491	6	4644103	4646096
Glyma.06g061800	Glyma06g06500	6	4648505	4651568
Glyma.06g061900	NA	6	4653700	4666752
Glyma.06g062000	NA	6	4655632	4656114
Glyma.06g062100	Glyma06g06550	6	4677276	4680311
Glyma.06g062200	Glyma06g06540	6	4677532	4677708
Glyma.06g062300	Glyma06g06570	6	4691667	4698974
Glyma.06g062400	NA	6	4714923	4716329
Glyma.06g062500	NA	6	4716713	4718976
Glyma.06g062600	Glyma06g06630	6	4730725	4738340
Glyma.06g062700	Glyma06g06640	6	4741673	4749282
Glyma.06g062800	Glyma06g06650	6	4751189	4759564
Glyma.06g062900	Glyma06g06660	6	4762557	4766688
Glyma.06g063000	Glyma06g06670	6	4771525	4773530
Glyma.06g063100	NA	6	4775403	4777200
Glyma.06g063200	Glyma06g06690	6	4777642	4786997
Glyma.06g063300	Glyma06g06700	6	4788842	4791028
Glyma.06g063400	Glyma06g06720	6	4793016	4811419
Glyma.06g063500	Glyma06g06730	6	4813282	4818340
Glyma.06g063600	Glyma06g06740	6	4825283	4826225
Glyma.06g063700	Glyma06g06750	6	4835670	4836848
Glyma.06g063800	Glyma06g06760	6	4847207	4849286
Glyma.06g063900	Glyma06g06770	6	4856144	4857690
Glyma.06g064000	Glyma06g06780	6	4872355	4873861
Glyma.06g064100	NA	6	4885443	4886377
Glyma.06g064200	NA	6	4887324	4887928
Glyma.06g064300	Glyma06g06800	6	4889895	4890734
Glyma.06g064400	Glyma06g06810	6	4894586	4898624
Glyma.06g064500	Glyma06g06820	6	4908167	4909403
Glyma.06g064600	Glyma06g06830	6	4910415	4916007
Glyma.06g064700	Glyma06g06840	6	4921259	4925737
Glyma.06g064800	Glyma06g06850	6	4928369	4933344
Glyma.06g064900	Glyma06g06860	6	4937613	4940251
Glyma.06g065000	Glyma06g06870	6	4944119	4950490
Glyma.06g065100	Glyma06g06880	6	4963929	4968212
Glyma.06g065200	Glyma06g06886	6	4993117	4996205
Glyma.06g065300	Glyma06g06893	6	4996110	4996779
Glyma.06g065400	Glyma06g06900	6	4999566	5000180
Glyma.06g065500	Glyma06g06910	6	5005520	5007275
Glyma.06g065600	Glyma06g06930	6	5007947	5011118
Glyma.06g065700	NA	6	5013461	5015130
Glyma.06g065800	Glyma06g06940	6	5018057	5023130
Glyma.06g065900	Glyma06g06951	6	5028393	5034377
Glyma.06g066000	Glyma06g06960	6	5040076	5044346
Glyma.06g066100	Glyma06g06971	6	5045025	5045336
Glyma.06g066200	Glyma06g06980	6	5046519	5053845
Glyma.06g066300	Glyma06g06990	6	5059168	5064527
Glyma.06g066400	Glyma06g07000	6	5065074	5068184
Glyma.06g066500	Glyma06g07010	6	5069106	5074923
Glyma.06g066600	Glyma06g07030	6	5079846	5085080
Glyma.06g066700	Glyma06g07040	6	5088313	5090884
Glyma.06g066800	NA	6	5091775	5093606
Glyma.06g066900	Glyma06g07050	6	5093927	5103072
Glyma.06g067000	Glyma06g07070	6	5107663	5108676
Glyma.06g067100	Glyma06g07080	6	5111113	5120113
Glyma.06g067200	Glyma06g07090	6	5123239	5128154
Glyma.06g067300	Glyma06g07110	6	5143781	5148264
Glyma.06g067400	NA	6	5150146	5151503
Glyma.06g067500	Glyma06g07115	6	5151526	5154065
Glyma.06g067600	Glyma06g07120	6	5155273	5164795
Glyma.06g067700	Glyma06g07130	6	5171385	5173237
Glyma.06g067800	Glyma06g07140	6	5176850	5179771
Glyma.06g067900	Glyma06g07151	6	5191662	5195738
Glyma.06g068000	Glyma06g07160	6	5196477	5200198
Glyma.06g068100	Glyma06g07170	6	5213049	5216445
Glyma.06g068200	Glyma06g07180	6	5217446	5222070
Glyma.06g068300	Glyma06g07190	6	5227945	5234744
Glyma.06g068400	Glyma06g07200	6	5239236	5242914
Glyma.06g068500	Glyma06g07210	6	5253140	5257362
Glyma.06g068600	Glyma06g07220	6	5257871	5262176
Glyma.06g068700	Glyma06g07230	6	5264111	5268817
Glyma.06g068800	Glyma06g07240	6	5272614	5274289
Glyma.06g068900	Glyma06g07251	6	5282137	5288286
Glyma.06g069000	Glyma06g07260	6	5290220	5291905
Glyma.06g069100	Glyma06g07270	6	5291934	5293546
Glyma.06g069200	Glyma06g07280	6	5296290	5301641
Glyma.06g069300	Glyma06g07290	6	5311935	5313768
Glyma.06g069400	Glyma06g07301	6	5325032	5325781
Glyma.06g069500	Glyma06g07310	6	5332544	5337158
Glyma.06g069600	Glyma06g07320	6	5338316	5344365
Glyma.06g069700	Glyma06g07330	6	5345917	5349422
Glyma.06g069800	Glyma06g07340	6	5351436	5353816
Glyma.06g069900	Glyma06g07350	6	5362065	5364532
Glyma.06g070000	NA	6	5366462	5366935
Glyma.06g070100	Glyma06g07360	6	5370822	5376415
Glyma.06g070200	NA	6	5379715	5380511
Glyma.06g070300	Glyma06g07380	6	5381397	5387924
Glyma.06g070400	Glyma06g07391	6	5393488	5398575
Glyma.06g070500	Glyma06g07400	6	5400379	5402683
Glyma.06g070600	Glyma06g07410	6	5405972	5408460
