Object.Name	LG	Start.cM	Stop.cM	Object.Type
BARCSOYSSR_18_1426	G	68.66	68.66	SSR
BARCSOYSSR_18_1431	G	69.87	69.87	SSR
BARCSOYSSR_18_1442	G	68.76	68.76	SSR
BARCSOYSSR_18_1536	G	76.76	76.76	SSR
BARCSOYSSR_18_1596	G	80.37	80.37	SSR
BARCSOYSSR_18_1665	G	87.94	87.94	SSR
BARCSOYSSR_18_1669	G	88.42	88.42	SSR
BARCSOYSSR_18_1699	G	93.86	93.86	SSR
BARCSOYSSR_18_1703	G	94.4	94.4	SSR
BARCSOYSSR_18_1707	G	94.69	94.69	SSR
BARCSOYSSR_18_1708	G	94.83	94.83	SSR
BARCSOYSSR_18_1710	G	95.2	95.2	SSR
BARCSOYSSR_18_1750	G	96.57	96.57	SSR
BARCSOYSSR_18_1767	G	100	100	SSR
BARCSOYSSR_18_1777	G	99.03	99.03	SSR
BARCSOYSSR_18_1853	G	107.11	107.11	SSR
BARCSOYSSR_18_1858	G	108.69	108.69	SSR
BARCSOYSSR_18_1949	G	105.68	105.68	SSR
BARCSOYSSR_19_0017	L	1.31	1.31	SSR
BARCSOYSSR_19_0023	L	1.07	1.07	SSR
BARCSOYSSR_19_0046	L	0	0	SSR
BARCSOYSSR_19_0104	L	10.35	10.35	SSR
BARCSOYSSR_19_0110	L	11.47	11.47	SSR
BARCSOYSSR_19_0120	L	11.12	11.12	SSR
BARCSOYSSR_19_0132	L	14.03	14.03	SSR
BARCSOYSSR_19_0193	L	19.93	19.93	SSR
BARCSOYSSR_19_0212	L	20.78	20.78	SSR
BARCSOYSSR_19_0257	L	23.54	23.54	SSR
BARCSOYSSR_19_0360	L	27.92	27.92	SSR
BARCSOYSSR_19_0430	L	31.21	31.21	SSR
BARCSOYSSR_19_0444	L	30.87	30.87	SSR
BARCSOYSSR_19_0483	L	29.62	29.62	SSR
BARCSOYSSR_19_0507	L	28.27	28.27	SSR
BARCSOYSSR_19_0542	L	30.79	30.79	SSR
BARCSOYSSR_19_0556	L	30.83	30.83	SSR
BARCSOYSSR_19_0605	L	30.58	30.58	SSR
BARCSOYSSR_19_0641	L	30.93	30.93	SSR
BARCSOYSSR_19_0691	L	30.87	30.87	SSR
BARCSOYSSR_19_0692	L	30.86	30.86	SSR
BARCSOYSSR_19_0758	L	31.25	31.25	SSR
BARCSOYSSR_19_0760	L	33.7	33.7	SSR
BARCSOYSSR_19_0768	L	32	32	SSR
BARCSOYSSR_19_0775	L	32.36	32.36	SSR
BARCSOYSSR_19_0788	L	34.54	34.54	SSR
BARCSOYSSR_19_0813	L	36.04	36.04	SSR
BARCSOYSSR_19_0832	L	38.16	38.16	SSR
BARCSOYSSR_19_0874	L	41	41	SSR
BARCSOYSSR_19_0921	L	38.83	38.83	SSR
BARCSOYSSR_19_1041	L	53.66	53.66	SSR
BARCSOYSSR_19_1045	L	54.57	54.57	SSR
BARCSOYSSR_19_1071	L	56.13	56.13	SSR
BARCSOYSSR_19_1073	L	55.5	55.5	SSR
BARCSOYSSR_19_1112	L	59.52	59.52	SSR
BARCSOYSSR_19_1128	L	61.34	61.34	SSR
BARCSOYSSR_19_1160	L	64.66	64.66	SSR
BARCSOYSSR_19_1176	L	68.26	68.26	SSR
BARCSOYSSR_19_1195	L	66.51	66.51	SSR
BARCSOYSSR_19_1213	L	70.19	70.19	SSR
BARCSOYSSR_19_1214	L	70.36	70.36	SSR
BARCSOYSSR_19_1230	L	71.44	71.44	SSR
BARCSOYSSR_19_1243	L	76.82	76.82	SSR
BARCSOYSSR_19_1251	L	78.23	78.23	SSR
BARCSOYSSR_19_1329	L	87.41	87.41	SSR
BARCSOYSSR_19_1381	L	92	92	SSR
BARCSOYSSR_19_1383	L	92.66	92.66	SSR
BARCSOYSSR_19_1427	L	93.88	93.88	SSR
BARCSOYSSR_19_1452	L	98.33	98.33	SSR
BARCSOYSSR_19_1541	L	106.37	106.37	SSR
BARCSOYSSR_19_1543	L	107.23	107.23	SSR
BARCSOYSSR_19_1580	L	115.07	115.07	SSR
BARCSOYSSR_20_0049	I	15.92	15.92	SSR
BARCSOYSSR_20_0075	I	18.5	18.5	SSR
BARCSOYSSR_20_0079	I	18.66	18.66	SSR
BARCSOYSSR_20_0098	I	20.34	20.34	SSR
BARCSOYSSR_20_0112	I	22.84	22.84	SSR
BARCSOYSSR_20_0113	I	21.9	21.9	SSR
BARCSOYSSR_20_0151	I	27.98	27.98	SSR
BARCSOYSSR_20_0200	I	31.49	31.49	SSR
BARCSOYSSR_20_0208	I	31.94	31.94	SSR
BARCSOYSSR_20_0364	I	35.34	35.34	SSR
BARCSOYSSR_20_0543	I	36.93	36.93	SSR
BARCSOYSSR_20_0547	I	35.02	35.02	SSR
BARCSOYSSR_20_0551	I	36.02	36.02	SSR
BARCSOYSSR_20_0552	I	36.59	36.59	SSR
BARCSOYSSR_20_0587	I	31.51	31.51	SSR
BARCSOYSSR_20_0782	I	47.76	47.76	SSR
BARCSOYSSR_20_0803	I	50.11	50.11	SSR
BARCSOYSSR_20_0819	I	50.72	50.72	SSR
BARCSOYSSR_20_0855	I	55.09	55.09	SSR
BARCSOYSSR_20_0895	I	58.82	58.82	SSR
BARCSOYSSR_20_0935	I	65.62	65.62	SSR
BARCSOYSSR_20_0954	I	63.33	63.33	SSR
BARCSOYSSR_20_1041	I	74.26	74.26	SSR
BARCSOYSSR_20_1053	I	75	75	SSR
BARCSOYSSR_20_1120	I	82.77	82.77	SSR
BARCSOYSSR_20_1141	I	81.4	81.4	SSR
BARCSOYSSR_20_1170	I	86.73	86.73	SSR
BARCSOYSSR_20_1227	I	92.51	92.51	SSR
BARCSOYSSR_20_1271	I	98.38	98.38	SSR
BARCSOYSSR_20_1273	I	98.11	98.11	SSR
BARCSOYSSR_20_1301	I	100.77	100.77	SSR
BARCSOYSSR_20_1312	I	99.83	99.83	SSR
BARCSOYSSR_20_1319	I	106.8	106.8	SSR
BARCSOYSSR_20_1322	I	113.76	113.76	SSR
BARC_1.01_Gm03_40600088	N	89.1	89.1	SNP
BARC_1.01_Gm03_41135466	N	87.7	87.7	SNP
BARC_1.01_Gm13_37204738	F	98.8	98.8	SNP
BARC_1.01_Gm13_38988256	F	107.4	107.4	SNP
BE021153	D1b	30.23	30.23	SSR
BE347343	E	65.66	65.66	SSR
BE475343	D1b	30.74	30.74	SSR
BE801128	O	68.97	68.97	SSR
BE801538	B1	126.51	126.51	SSR
BE806308	B1	0	0	SSR
BE806387	F	22.96	22.96	SSR
BE820148	A2	35.93	35.93	SSR
BE823543	M	78.37	78.37	SSR
BF008905	O	28.95	28.95	SSR
BF070293	D1b	47.27	47.27	SSR
BLT002_1	I	35.22	35.22	RFLP
BLT004_1	N	25.49	25.49	RFLP
BLT007_1	L	9.44	9.44	RFLP
BLT010_1	F	19.27	19.27	RFLP
BLT010_2	L	7.85	7.85	RFLP
BLT013_1	D1b	133.61	133.61	RFLP
BLT013_2	B2	0	0	RFLP
BLT015_1	N	74.48	74.48	RFLP
BLT019_1	H	72.77	72.77	RFLP
BLT019_2	B1	74.57	74.57	RFLP
BLT024_1	A2	52.49	52.49	RFLP
BLT025_1	F	59.77	59.77	RFLP
BLT025_2	M	93.94	93.94	RFLP
BLT027_1	O	123.9	123.9	RFLP
BLT027_4	O	127.9	127.9	SSR
BLT029_1	C2	119.47	119.47	RFLP
BLT030_1	F	8.67	8.67	RFLP
BLT032_1	C2	103.77	103.77	RFLP
BLT032_2	D2	9.21	9.21	RFLP
BLT036_1	A2	143.97	143.97	RFLP
BLT036_2	G	40.73	40.73	RFLP
BLT039_1	L	21.63	21.63	RFLP
BLT043_1	B1	66.76	66.76	RFLP
BLT046_1	H	51	51	RFLP
BLT049_1	N	39.88	39.88	RFLP
BLT049_2	B2	59.82	59.82	RFLP
BLT049_3	D2	97.51	97.51	RFLP
BLT049_4	J	34.61	34.61	RFLP
BLT049_5	E	46.27	46.27	RFLP
BLT049_6	O	56.68	56.68	RFLP
BLT053_1	A2	131.19	131.19	RFLP
BLT053_2	A1	67.95	67.95	RFLP
BLT053_3	H	48.74	48.74	RFLP
BLT053_4	I	0	0	RFLP
BLT053_5	A1	62.16	62.16	RFLP
BLT053_7	F	69	69	RFLP
BLT053_8	K	106.16	106.16	RFLP
BLT053_9	C2	106.17	106.17	RFLP
BLT057_1	F	30.84	30.84	RFLP
BLT057_2	B2	72.51	72.51	RFLP
BLT065_1	A2	54.2	54.2	RFLP
BSR_1-1	J	67.3	69.3	QTL_fungal
BSR_1-2	J	53.8	55.8	QTL_fungal
BSR_3-1	J	77.8	79.8	QTL_fungal
BSR_4-1	J	77.8	79.8	QTL_fungal
BSR_5-1	J	61.19	63.19	QTL_fungal
BSR_5-2	J	66.79	68.79	QTL_fungal
BSR_6-1	J	64.04	66.04	QTL_fungal
BSR_6-10	J	64.04	66.04	QTL_fungal
BSR_6-2	J	64.04	66.04	QTL_fungal
BSR_6-3	J	64.04	66.04	QTL_fungal
BSR_6-4	J	64.04	66.04	QTL_fungal
BSR_6-5	J	64.04	66.04	QTL_fungal
BSR_6-6	J	64.04	66.04	QTL_fungal
BSR_6-7	J	64.04	66.04	QTL_fungal
BSR_6-8	J	64.04	66.04	QTL_fungal
BSR_6-9	J	64.04	66.04	QTL_fungal
Bean_pyralid_1-1	D1a	42.45	49.05	QTL_insect
Bean_pyralid_1-2	D1b	37.07	43.91	QTL_insect
Bean_pyralid_1-3	C1	55.02	79.02	QTL_insect
Bean_pyralid_1-4	C2	116.72	131.75	QTL_insect
Bean_pyralid_1-5	H	96.47	108.77	QTL_insect
Bean_pyralid_1-6	D1b	18.68	32.68	QTL_insect
Bean_pyralid_1-7	O	68.97	93.37	QTL_insect
Bean_pyralid_1-8	I	24.75	42.35	QTL_insect
Bng004_1	F	52.97	52.97	RFLP
Bng007_1	K	112.93	112.93	RFLP
Bng012_1	C1	108.08	108.08	RFLP
Bng014_1	C2	77.93	77.93	RFLP
Bng015_1	O	45.5	45.5	RFLP
Bng017_1	A1	100.58	100.58	RFLP
Bng019_1	C1	53.86	53.86	RFLP
Bng027_1	E	15.41	15.41	RFLP
Bng029_1	A2	151.14	151.14	RFLP
Bng035_1	C2	15.36	15.36	RFLP
Bng044_1	J	34.66	34.66	RFLP
Bng044_2	C1	107.61	107.61	RFLP
Bng047_1	D1b	77.87	77.87	RFLP
Bng057_1	D1a	103.04	103.04	RFLP
Bng061_1	B1	16.1	16.1	RFLP
Bng062_1	O	61.52	61.52	RFLP
Bng063_1	J	57.4	57.4	RFLP
Bng064_1	C1	95.41	95.41	RFLP
Bng067_1	H	3.04	3.04	RFLP
Bng069_1	G	105.88	105.88	RFLP
Bng069_2	B2	15.4	15.4	RFLP
Bng070_1	O	89.98	89.98	RFLP
Bng071_1	L	22.07	22.07	RFLP
Bng074_1	D1a	93.88	93.88	RFLP
Bng074_2	A1	23.95	23.95	RFLP
Bng075_1	F	46.61	46.61	RFLP
Bng077_1	A1	91.23	91.23	RFLP
Bng077_2	A2	18.54	18.54	RFLP
Bng088_1	L	109.33	109.33	RFLP
Bng090_1	D1a	23.37	23.37	RFLP
Bng095_1	L	100.4	100.4	RFLP
Bng095_2	N	40.13	40.13	RFLP
Bng097_1	D1a	25.51	25.51	RFLP
Bng098_1	D1a	113.01	113.01	RFLP
Bng104_1	H	71.73	71.73	RFLP
Bng107_1	E	49.22	49.22	RFLP
Bng116_1	A1	34.9	34.9	RFLP
Bng118_1	F	56.75	56.75	RFLP
Bng119_1	D1a	95.63	95.63	RFLP
Bng121_1	A2	94.3	94.3	RFLP
Bng122_1	G	8.56	8.56	RFLP
Bng123_1	O	60.38	60.38	RFLP
Bng132_1	A1	38.13	38.13	RFLP
Bng132_2	C2	23.99	23.99	RFLP
Bng140_1	C1	69.68	69.68	RFLP
Bng143_1	C1	85.08	85.08	RFLP
Bng145_1	H	40.82	40.82	RFLP
Bng154_1	H	0	0	RFLP
Bng155_1	I	115.79	115.79	RFLP
Bng158_1	B1	39.63	39.63	RFLP
Bng161_1	C1	70.57	70.57	RFLP
Bng164_1	C2	110.13	110.13	RFLP
Bng168_1	I	116.58	116.58	RFLP
Bng172_1	F	132.61	132.61	RFLP
Bng179_1	J	0	0	RFLP
Bng179_2	M	65.2	65.2	RFLP
Bng181_1	A2	14.4	14.4	RFLP
Bng182_1	B1	39.95	39.95	RFLP
Bng190_1	F	91.68	91.68	RFLP
Bng193_1	E	28.15	28.15	RFLP
Bng202_1	H	71.32	71.32	RFLP
Bng202_2	J	4.05	4.05	RFLP
Bng205_1	A2	149.1	149.1	RFLP
Bng222_1	M	38.5	38.5	RFLP
Bng224_1	K	75.23	75.23	RFLP
Bng225_1	A2	144	144	RFLP
Bng225_2	G	29.27	29.27	RFLP
Bng228_1	C2	74.18	74.18	RFLP
Branching_1-1	B1	27.33	37.33	QTL_whole-plant
Branching_1-2	B1	28.33	32.5	QTL_whole-plant
Branching_1-3	B1	32.5	46.38	QTL_whole-plant
Branching_1-4	C2	116.76	121.76	QTL_whole-plant
Branching_1-5	E	44.93	45.4	QTL_whole-plant
Branching_2-1	O	93.37	106.02	QTL_whole-plant
Branching_3-1	C2	111.3	113.3	QTL_whole-plant
Branching_3-2	L	82.08	92.74	QTL_whole-plant
Branching_3-3	B1	30.4	48.63	QTL_whole-plant
Branching_3-4	D2	61.75	73.65	QTL_whole-plant
Branching_3-5	G	21.53	33.43	QTL_whole-plant
Branching_4-1	A1	25.55	85.58	QTL_whole-plant
Branching_4-2	B2	20.3	31.87	QTL_whole-plant
Branching_4-3	C1	5.36	41.43	QTL_whole-plant
Branching_5-1	C2	112.9	113.2	QTL_whole-plant
Branching_5-2	B1	63.1	68.3	QTL_whole-plant
Branching_5-3	H	40	45.5	QTL_whole-plant
Branching_5-4	L	86.2	87.3	QTL_whole-plant
C006_1	G	1.8	1.8	RFLP
C009_1	E	65.08	65.08	RFLP
C009_2	K	47.16	47.16	RFLP
C056_1	C2	129.53	129.53	RFLP
C063_1	D1a	114.87	114.87	RFLP
C2.38434171	C2	114.25	114.25	SNP
C2.39045621	C2	114.64	114.64	SNP
C2.39393960	C2	115.82	115.82	SNP
CCW1_1	M	59.21	59.21	SNP
CCW1_15	M	62.61	62.61	SNP
COL1_1	B1	42.11	42.11	RFLP
COL1_2	H	15.6	15.6	RFLP
COL2_1	F	33.5	33.5	RFLP
CRY2_1	A2	91.69	91.69	RFLP
Canopy_height_1-1	D1a	37.1	39.1	QTL_whole-plant
Canopy_height_1-2	F	39.4	41.4	QTL_whole-plant
Canopy_height_2-1	M	39	58.5	QTL_whole-plant
Canopy_width_1-1	C2	115.6	117.6	QTL_whole-plant
Canopy_width_1-2	F	67.4	69.4	QTL_whole-plant
Canopy_width_1-3	I	103.5	105.5	QTL_whole-plant
Canopy_wilt_1-1	A2	27.9	36.77	QTL_whole-plant
Canopy_wilt_1-2	B2	6.05	31.87	QTL_whole-plant
Canopy_wilt_1-3	D2	39.34	57.07	QTL_whole-plant
Canopy_wilt_1-4	F	82.83	87.01	QTL_whole-plant
Canopy_wilt_2-1	D1b	41.29	63.93	QTL_whole-plant
Canopy_wilt_2-2	C1	64.99	76.03	QTL_whole-plant
Canopy_wilt_2-3	A1	0	22.08	QTL_whole-plant
Canopy_wilt_2-4	H	68.9	81.04	QTL_whole-plant
Canopy_wilt_2-5	B2	67.92	90	QTL_whole-plant
Canopy_wilt_2-6	D2	11.69	26.04	QTL_whole-plant
Canopy_wilt_2-7	L	40	65.39	QTL_whole-plant
Canopy_wilt_3-1	A1	3.21	15.78	QTL_whole-plant
Canopy_wilt_3-10	D2	39.34	57.07	QTL_whole-plant
Canopy_wilt_3-11	D1b	5.51	20.61	QTL_whole-plant
Canopy_wilt_3-12	C2	121.26	126.23	QTL_whole-plant
Canopy_wilt_3-13	D2	47.74	57.07	QTL_whole-plant
Canopy_wilt_3-2	A2	26.56	35.6	QTL_whole-plant
Canopy_wilt_3-3	D2	47.74	47.77	QTL_whole-plant
Canopy_wilt_3-4	D1b	5.51	16.61	QTL_whole-plant
Canopy_wilt_3-5	A1	14.43	51.95	QTL_whole-plant
Canopy_wilt_3-6	C2	3.12	3.15	QTL_whole-plant
Canopy_wilt_3-7	B2	30.3	40.34	QTL_whole-plant
Canopy_wilt_3-8	D1b	5.51	19.87	QTL_whole-plant
Canopy_wilt_3-9	C1	0	47.11	QTL_whole-plant
Canopy_wilt_4-1	K	51.26	56.93	QTL_whole-plant
Canopy_wilt_4-2	D2	114.89	133.62	QTL_whole-plant
Canopy_wilt_4-3	L	86.13	97.46	QTL_whole-plant
Canopy_wilt_4-4	B1	54.77	67.05	QTL_whole-plant
Canopy_wilt_4-5	H	84.22	108.15	QTL_whole-plant
Canopy_wilt_4-6	D2	34.06	47.77	QTL_whole-plant
Canopy_wilt_4-7	B1	46.38	67.05	QTL_whole-plant
Canopy_wilt_5-1	B1	54.55	82.04	QTL_whole-plant
Canopy_wilt_5-2	D2	115.69	134.02	QTL_whole-plant
Canopy_wilt_5-3	L	81.77	86.13	QTL_whole-plant
Canopy_wilt_5-4	L	81.77	102.53	QTL_whole-plant
Canopy_wilt_6-1	D1b	0	20.61	QTL_whole-plant
Canopy_wilt_6-2	L	78.23	106.37	QTL_whole-plant
Canopy_wilt_6-3	D1b	76.27	100.88	QTL_whole-plant
Canopy_wilt_6-4	D1b	39.34	57.5	QTL_whole-plant
Carbon_isotope_discrimination_1-2	C2	110.7	112.7	QTL_leaf-stem
Carbon_isotope_discrimination_1-3	D2	2.2	4.2	QTL_leaf-stem
Carbon_isotope_discrimination_1-4	F	141.4	143.4	QTL_leaf-stem
Carbon_isotope_discrimination_1-5	L	88.1	90.1	QTL_leaf-stem
Cda1	K	32.7	32.7	Gene
Cellwall_polysacch_composition_1-1	A1	74.58	96.58	QTL_whole-plant
Cgy1	F	115.5	115.5	Gene
Chi	I	111.98	111.98	Gene
Chlorimuron_sensitivity_1-1	E	28.2	30.2	QTL_misc
Chlorimuron_sensitivity_1-10	L	29.2	31.2	QTL_misc
Chlorimuron_sensitivity_1-11	L	31.6	33.6	QTL_misc
Chlorimuron_sensitivity_1-2	E	44	46	QTL_misc
Chlorimuron_sensitivity_1-3	E	29.9	31.9	QTL_misc
Chlorimuron_sensitivity_1-7	L	28.6	30.6	QTL_misc
Chlorimuron_sensitivity_1-8	L	26.1	28.1	QTL_misc
Chlorimuron_sensitivity_1-9	L	34.3	36.3	QTL_misc
Chlorimuron_sensitivity_2-1	E	28.2	30.2	QTL_misc
Chlorimuron_sensitivity_2-3	L	26	28	QTL_misc
Chlorophyll_flourescence_ABS/RC_1-1	A2	51.86	67.86	QTL_leaf-stem
Chlorophyll_flourescence_ABS/RC_1-2	O	0	93.37	QTL_leaf-stem
Chlorophyll_flourescence_ETo/TRo_1-1	A2	51.86	67.86	QTL_leaf-stem
Chlorophyll_flourescence_ETo/TRo_1-2	K	45.51	56.61	QTL_leaf-stem
Chlorophyll_flourescence_ETo/TRo_1-3	O	0	93.7	QTL_leaf-stem
Chlorophyll_flourescence_PIabs_1-1	A2	51.86	67.86	QTL_leaf-stem
Chlorophyll_flourescence_PIabs_1-2	K	45.51	56.61	QTL_leaf-stem
Chlorophyll_flourescence_PIabs_1-3	O	0	93.37	QTL_leaf-stem
Chlorophyll_flourescence_REo/Eto_1-1	A2	112.87	116.62	QTL_leaf-stem
Chlorophyll_flourescence_REo/Eto_1-2	O	93.37	107.58	QTL_leaf-stem
Chlorophyll_flourescence_TRo/ABS_1-1	A2	51.86	67.86	QTL_leaf-stem
Chlorophyll_flourescence_TRo/ABS_1-2	K	49.52	50.58	QTL_leaf-stem
Chlorophyll_flourescence_TRo/ABS_1-3	M	76.41	112.08	QTL_leaf-stem
"Chlorosis,_leaflet_Mn_induced_1-1"	B2	69.12	71.12	QTL_inorganic
"Chlorosis,_leaflet_Mn_induced_1-2"	D2	56.51	58.51	QTL_inorganic
"Chlorosis,_leaflet_UV-B_induced_1-1"	M	6.84	8.84	QTL_inorganic
"Chlorosis,_leaflet_UV-B_induced_1-2"	B1	45.38	47.38	QTL_inorganic
"Chlorosis,_leaflet_UV-B_induced_1-3"	F	62.68	64.68	QTL_inorganic
"Chlorosis,_leaflet_UV-B_induced_1-4"	B2	5.05	7.05	QTL_inorganic
"Chlorosis,_leaflet_UV-B_induced_1-5"	L	18.93	20.93	QTL_inorganic
"Chlorosis,_leaflet_UV-B_induced_1-6"	L	0	2	QTL_inorganic
"Chlorosis,_leaflet_UV-B_induced_1-7"	L	0	19.93	QTL_inorganic
"Chlorosis,_leaflet_UV-B_induced_2-1"	M	0.85	0.92	QTL_inorganic
Common_cutworm_1-1	M	56.29	66.99	QTL_insect
Common_cutworm_1-2	M	33.47	50.1	QTL_insect
Corn_earworm_1-1	M	55.5	58.5	QTL_insect
Corn_earworm_1-2	H	60.2	62.4	QTL_insect
Corn_earworm_1-3	D1b	77.9	84	QTL_insect
Corn_earworm_2-1	F	63.1	69.8	QTL_insect
Corn_earworm_2-2	H	49.4	62.4	QTL_insect
Corn_earworm_2-3	M	58.5	71.1	QTL_insect
Corn_earworm_3-1	C2	89.7	101.7	QTL_insect
Corn_earworm_3-2	H	49.4	62.4	QTL_insect
Corn_earworm_4-1	M	58.5	71.1	QTL_insect
Corn_earworm_5-1	B2	20	38	QTL_insect
Corn_earworm_5-2	F	92.68	133.9	QTL_insect
Corn_earworm_6-1	G	97.7	110.2	QTL_insect
Corn_earworm_6-2	J	14.6	16.5	QTL_insect
Corn_earworm_6-3	M	58.5	71.1	QTL_insect
Corn_earworm_7-1	E	7.7	9.7	QTL_insect
Corn_earworm_7-2	H	80	82	QTL_insect
Corn_earworm_7-3	D2	99.1	101.1	QTL_insect
Corn_earworm_7-4	J	19.8	21.8	QTL_insect
Corn_earworm_7-5	D1a	37.1	39.1	QTL_insect
Corn_earworm_8-1	E	2.3	4.3	QTL_insect
Corn_earworm_8-2	M	32.5	34.5	QTL_insect
Corn_earworm_8-3	C2	110.7	112.7	QTL_insect
Corn_earworm_9-1	D1b	70.9	73.4	QTL_insect
Corn_earworm_9-2	G	94.6	96.6	QTL_insect
Corn_earworm_9-3	H	53.4	61.3	QTL_insect
Corn_earworm_9-4	M	50.1	58.5	QTL_insect
Corn_earworm_9-5	M	56.3	62.1	QTL_insect
CpTI	K	48.2	48.2	RFLP
"Crude_fat,_R6_1-1"	L	71.18	89.22	QTL_oil
"Crude_fat,_R6_1-2"	J	40.42	41.51	QTL_oil
"Crude_fat,_R6_1-3"	L	71.18	89.22	QTL_oil
"Crude_protein,_R6_1-1"	L	89.22	89.22	QTL_protein
"Crude_protein,_R6_1-2"	M	26.42	28.33	QTL_protein
"Crude_protein,_R6_1-3"	B2	82	96.64	QTL_protein
"Crude_protein,_R6_1-4"	B1	98.3	100.51	QTL_protein
"Crude_protein,_R6_1-5"	E	40.06	45.98	QTL_protein
"Crude_protein,_R6_1-6"	L	71.18	89.22	QTL_protein
"Crude_protein,_R6_1-7"	L	93.87	100.19	QTL_protein
D1	D1a	103.44	103.44	Gene
D1b.6490886	D1b	28.17	28.17	SNP
D2	B1	0.58	0.58	Gene
D2.708177	D2	8.39	8.39	SNP
DOP_A04	F	2.77	2.77	RAPD
DOP_F04	B2	73.54	73.54	RAPD
DOP_G06	E	48.43	48.43	RAPD
DOP_H14	M	41.84	41.84	RAPD
DUBC015	L	90.33	90.33	RAPD
DUBC204	D1a	61.32	61.32	RAPD
DUBC300	K	71.59	71.59	RAPD
DUBC402	O	65.83	65.83	RAPD
DUBC413	H	63.77	63.77	RAPD
DUBC423	G	52.32	52.32	RAPD
DUBC767	F	31.55	31.55	RAPD
Dia	C1	71.08	71.08	Gene
Drought_index_1-1	D1a	62.56	65.62	QTL_misc
Drought_index_1-10	D2	67.7	75.29	QTL_misc
Drought_index_1-2	C2	112.83	112.84	QTL_misc
Drought_index_1-3	H	81.04	86.48	QTL_misc
Drought_index_1-4	I	63.33	74.26	QTL_misc
Drought_index_1-5	J	11.74	15.69	QTL_misc
Drought_index_1-6	M	112.08	133.83	QTL_misc
Drought_index_1-7	A1	57.79	64.73	QTL_misc
Drought_index_1-8	A1	42.79	59.18	QTL_misc
Drought_index_1-9	D2	24.52	57.07	QTL_misc
Drought_tolerance_6-1	N	70.43	81.39	QTL_misc
Drought_tolerance_6-2	A1	14.08	41.82	QTL_misc
Drought_tolerance_6-3	O	60	88.9	QTL_misc
Drought_tolerance_6-4	H	80.42	89.51	QTL_misc
Dt1	L	89.12	89.12	Gene
E(ATG)M(CGA)87	G	5.77	5.77	AFLP
E(CCG)M(AAC)405	A2	48.59	48.59	AFLP
E014_1	L	45.34	45.34	RFLP
E014_2	K	110.19	110.19	RFLP
E043_1	M	82.65	82.65	RFLP
E049_2	F	93.38	93.38	RFLP
E1	C2	113	113	Gene
E107_1	J	22.87	22.87	Gene
E2	O	136.33	136.33	Gene
EV1_2	G	51.7	51.7	RFLP
EV2_1	L	4.1	4.1	RFLP
EV3_1	C1	126.5	126.5	RFLP
Enp	I	23.92	23.92	Gene
Ep	K	10.17	10.17	Gene
F	D1b	75.5	75.5	Gene
F.20804524	F	22.83	22.83	SNP
F.38079195	F	114.4	114.4	SNP
FCA_1	L	98.3	98.3	Gene
Fan	B2	89.19	89.19	Gene
Fas	B2	85	85	Gene
Fe_effic_1-1	A2	47.8	49.8	QTL_inorganic
Fe_effic_1-2	D1a	113.9	115.9	QTL_inorganic
Fe_effic_1-3	D1a	101.3	103.3	QTL_inorganic
Fe_effic_1-4	D1a	93.9	95.9	QTL_inorganic
Fe_effic_1-5	G	23.1	25.1	QTL_inorganic
Fe_effic_10-1	I	44	64.9	QTL_inorganic
Fe_effic_10-2	N	58.4	74.5	QTL_inorganic
Fe_effic_10-3	B2	73	104.7	QTL_inorganic
Fe_effic_11-1	B2	71.1	73.8	QTL_inorganic
Fe_effic_11-2	I	44	64.9	QTL_inorganic
Fe_effic_11-3	H	60.2	84.1	QTL_inorganic
Fe_effic_12-1	I	44	64.9	QTL_inorganic
Fe_effic_12-2	N	58.4	74.5	QTL_inorganic
Fe_effic_13-1	A1	94.95	96.95	QTL_inorganic
Fe_effic_13-2	L	53.57	55.57	QTL_inorganic
Fe_effic_13-3	I	64.62	66.62	QTL_inorganic
Fe_effic_14-1	N	58.38	65.82	QTL_inorganic
Fe_effic_3-1	B2	72.8	98.5	QTL_inorganic
Fe_effic_3-2	B2	93.5	104.7	QTL_inorganic
Fe_effic_3-3	G	73	76	QTL_inorganic
Fe_effic_3-4	N	28.5	30.4	QTL_inorganic
Fe_effic_4-1	B2	71.1	73.8	QTL_inorganic
Fe_effic_4-2	I	44	64.9	QTL_inorganic
Fe_effic_4-3	H	60.2	84.1	QTL_inorganic
Fe_effic_5-1	A1	42	60	QTL_inorganic
Fe_effic_5-2	N	58.4	74.5	QTL_inorganic
Fe_effic_6-1	I	44	64.9	QTL_inorganic
Fe_effic_6-2	N	58.4	74.5	QTL_inorganic
Fe_effic_7-1	G	66.6	73	QTL_inorganic
Fe_effic_7-2	N	30.4	42	QTL_inorganic
Fe_effic_8-1	B2	72.13	98.5	QTL_inorganic
Fe_effic_8-2	G	66.6	73	QTL_inorganic
Fe_effic_8-3	H	60.2	84.1	QTL_inorganic
Fe_effic_8-4	N	30.4	42	QTL_inorganic
Fe_effic_9-1	B1	25.2	58.9	QTL_inorganic
Fe_effic_9-2	B2	93.5	104.7	QTL_inorganic
Fe_effic_9-3	G	66.6	73	QTL_inorganic
Fe_effic_9-4	L	73.4	87.9	QTL_inorganic
Fe_effic_9-5	N	30.4	42	QTL_inorganic
First_flower_1-1	C2	119.4	121.4	QTL_reprod-period
First_flower_1-2	C2	122.8	124.8	QTL_reprod-period
First_flower_1-3	C2	123	125	QTL_reprod-period
